Sesotho	English
butswela	inflate (v.)
butswitseng	ripe
butu, dibutu	boot (<Eng)
CD, di-CD	CD
Celsius	Celsius (<Eng)
Curiamo	Curium (Cm) [Element]
Daemaneng	Kimberley
daenengrumo, didaenengrumo	dining room (<Eng)
Daniele	Daniel (Biblical Name)
Darmstadtiamo	Darmstadtium (Ds) [Element]
dasetara, didasetara	duster
datapeisi, didatapeisi	database
dayakeramo, didayakeramo	diagram
dayari, didayari	diary (<Eng)
Lengolo la degree	degree (<Eng)
letsatsi, diletsatsi	date (<Eng)
demokrasi	democracy (<Eng)
denamaete, didenamaete	dynamite (<Eng)
deseke, dideseke	desk (<Eng)
deseke, dideseke	desktop (<Eng: desk)
di	objectival concord
di	objectival concord
di	subject concord
di	subject concord
di	them (obj. concord) 
di	them (obj. concord) 
di ding	alone (adj.)
di ding	alone (adj.)
diabelo	fractions
diabelo	portions
diabolose	devil
diahelo tsa ditimamollo	fire station
dayametha, didayametha	diameter (<Eng)
diaparo	clothes
diaparo	clothing
diatekele tsa dikoranteng 	newspaper articles 
diatekele tsa dimakasineng 	magazine articles 
diatletiki	athletics
dibeso	fuel
dibetsa	ammunition
Diboko  (lebitso)	Praises (female name)
Diboko (lebitso)	Praises (male name)
dibono	buttocks
didumammoho 	alliteration 
didumannotshi 	assonance 
dieha	delay (v.)
dieha	late (be ...) (v.)
dielemente tsa radioekethifi; Dikarolo tsa radioactive	radioactive elements
dikarolo tsa theibole ya periodic	elements of the periodic table
diensaetlelophedia 	encyclopaedias 
difaele kaofela	all files
difaele tsa ho fetola sebopeho	configuration files
difaele tsa mabitsosephiri	password protected files
difaele tse tshireleditsweng ka lentswe la sephiri di ke ke tsa bulwa	password protected files cannot be opened
difaha	beadwork
difaqane	tribal wars (19th century)
dife ?	which ?
dife ?	which ?
diha	drop (v.)
diha	knock down (v.)
diha	overthrow (v.)
dihela	drop (into / for)
dihela marapo	resign
dikarolo tsa HTML	HTML attributes
dihlong	modesty
dihlong	shame
dijana	crockery
dijo	food
dijo	meal
dijo tsa hoseng	breakfast
dijo tsa lewatle	seafood
dijo tsa mantsiboya	supper
dijo tsa motsheare	lunch
dika	surround (v.)
dikahare	bowels
dikahare	content
dikahare tse fetileng	previous content
dikahare tsa sele	cell contents
dikahare tse ntjha	new content
dikala tsa tekanyetso	rating scales 
dikaratataolo	controller cards
dikarolwana (tr)	sectors
dikela	disappear (v.)
dikela	set (sun) (v.)
Dikeledi  (lebitso)	Tears (female name)
dikepe tsa ntwa	navy
dikerafike	graphics (<Eng)
diketsahalo	proceedings
diketsahalo tsa JavaScript	JavaScript events
diketso tse seng molaong	illegal deeds
dikgaba	cutlery
Dikgang  (lebitso)	Arguments (female name)
dikgato 	rating code 
dikgetho	election
dikgohola	torrent
dikgomo	cattle
Dikgomo ke banka ya Mosotho (maele)	Cattle are the bank of a Mosotho (proverb)
Dikgutsaneng	Hennenman
dikgutsaneng	orphanage
dikhatunu 	cartoons 
dikhomiki 	comic strips 
dikhouda, didikhouda	decoder
dikoloha	encircle (v.)
dikolosa	rotate
dikonokono	wax
Dikotsi (lebitso)	Accidents (male name)
dilemo tse leshome	decade
dilemo tse lekgolo	century
diletsi	orchestra
dimaeneng	mines (at the ...)
Dimakatso (lebitso)	Surprises / Amazements (female name)
dimedi	flora
dimela (10	crop
dimilione tse sekete	billion
Dimpho (lebitso)	Gifts / Presents (female name)
Dineo (lebitso)	Grants / Gifts / Talents (female name)
dingolo	literature
dingolwa tsa boiqapelo	fiction
dingolwa tsa nnete	non-fiction
dingolwa tsa seholoholo 	folklore 
dinoko	spice
dintho tsa ho aha	building materials
dintho tse kenyeleditsweng	embedded objects
Dintle  (lebitso)	Beauty (female name)
dintlha tsa boikgopotso 	reviews 
dipale tse kgutshwane; dipale tse kgutshwanyane	short stories 
Dipalesa (lebitso)	Flowers (female name)
dipalo	arithmetic
dipalo	mathematics
dipalopalo	statistics
dipapetla tsa lebota	wallchart
dipeho tsa foreime	frame sets
dipeho tsa foreime ya HTML	HTML framesets
mekgahlelo e fosahetseng	invalid parameters
diphate	bedclothes
diphedi	fauna
diphello	effects
diphello tsa 3D	3D effects
diphello tsa mongolo	text effects
Diphetho tsa ho ithuta (DI) 	Learning Outcomes (LOs)
diphetho tsa phedisanong 	social transformation 
diphosetara 	posters 
diphousetara 	posters 
divithamine	vitamin pills
dipolitike	politics
dipotongwane	biceps
Dipuo (Tse Tlamang) 	Languages (Fundamentals) 
disa	herd (v.)
disa	watch (v.)
disebediswa	apparatus
disebediswa tsa eleketeroniki	electronic media 
Disebo (lebitso)	Whispers (female name)
disekejule 	schedules (<Eng)
diselaete 	slides (<Eng)
disele	diesel
disele	different
disele	different
disele	others
disele	strange
disele	strange
diseting tsa maemo a hodimonyana	advanced settings
diseting tsa profaele	profile settings
diseting tsa sehatisi	printer settings
disetsa	herd for (v.)
disitse	herded (have ...)
diski, didiski	disk
diskithata	hard disk
Disprosiamo	Dysprosium (Dy) [Element]
ditaba	news
Ditabana di tswala ditaba (maele)	Mighty things rise from trivial ones (proverb)
ditaele tsa batho?	character styles
ditaele tsa foreimi	frame styles
ditaele tsa HTML	HTML styles
ditaele tsa maqephe	page styles
ditaele tsa seratswana	paragraph styles
ditaele tsa sengolwa	text styles
ditaelo	directions
Ditamating	Sasolburg
ditebele	boxing
diteboho	thanks
ditekantsho	dimensions
ditema tsa kgokahano 	transactional texts 
diterata tsa meno	braces [teeth]
Dithaba tsa Mogale	Soutpans mountains[2]
ditheme tsa ho qetela	last terms
ditheme tsa pele	first terms
ditheme tse ka hare	inner terms
ditheme tse ka ntle	outer terms
dithepa di ke ke tsa qadiswa	properties could not be initialized
dithepa tsa sesebediswa	object properties
dithethefatsi	drugs
dithibelamashodu	burglar bars
Dithole  (lebitso)	Dusty Waste (female name)
dithole	refuse (n.)
dithole	waste
ditholwana	consequence
ditholwana	result
Dithoto ke lefa la ba bohale (maele)	Fools are stepping stones of the wise (proverb)
dithulusi	tools
ditjhaba tsa kgale	ancient tribes
ditjhabana	small tribes
ditjhabeng	exotic
ditjhate 	charts 
ditjhipisi	chips
ditlatse	acclaim
Ditlhake	Koffiefontein
ditlhaloso tsa bokgoni 	competence descriptions 
ditlhaloso tsa bokgoni 	description of competence 
ditlhoka	bran
ditlhong	shy
ditlhopho	options
ditokelo tsa batho	human rights
ditokelo tsa botho 	human rights 
ditokelo tsa ho kena	access rights
ditselana (tr)	tracks
ditshebeletso tsa tshohanyetso	emergency services
ditshebo	gossip
Ditsheho  (lebitso)	Laughter (female name)
ditshenyehelo	expenses
ditshifa	sediment
ditshila	dirty
ditshila	rubbish
ditshila	unclean
ditshwantsho	graphics
ditshwantsho	images 
Ditswanelo  (lebitso)	Suitable things (female name)
ditumediso tsa keresemese	season's greetings
diyabanneng	issues that will be resolved
duba	knead (v.)
Dubniamo	Dubnium (Db) [Element]
dula	sit (v.)
dula	stay (v.)
dulasetulo	chair
duma	resound (v.)
dumedisa	greet (v.)
dumedisana	greet each other (v.)
dumela	acknowledge (v.)
dumela	agree (v.)
dumela	admit (v.)
dumela	believe (v.)
dumela	consent (v.)
dumela	good day
dumela	hello (singular)
dumelang	hello (plural)
dumelang	positive
dumelang	religious
dumella []3	authorise (v.)
dumella	allow (v.)
dumella	approve (v.)
dumisa	resound (cause to ...) (v.)
dutla	leak
dutla	ooze
dutse	seated (be ...) (v.)
dutse	stayed (v.)
e	it
e	objectival concord
e [3	objectival concord
e	subject concord
e	subject concord
e	yes
e be	it must be
e be	it should be
e be	should be
e ka kgona	should
e kaakang !	how big !
e kae ?	how big ?
e kae ?	how much ?
e kana ka	as big as (adj.)
e ke ke ya bopa tshupetso	cannot create directory
e kgolo	big (adj.)
e kgubedu	red (adj.)
e kgunong	light brown (adj.)
e kgutshwanyane	short (adj.)
e le	being
e le	it being
e le	while
e le	while ... Is
e mebe	bad (adj.)
e mebe	ugly (adj.)
e mefubedu	red (adj.)
e meholo	big (adj.)
e mekaakang !	how big !
e mekae ?	how big ?
e mekae ?	how much ?
e mekana ka	as big as (adj.)
e mekgunong	light brown (adj.)
e mekgutshwanyane	short (adj.)
e melelele	long (adj.)
e melelele	tall (adj.)
e meng	alone (adj.)
e meng	certain (adj.)
e mengata	many (adj.)
e menyane	little (adj.)
e menyane	small (adj.)
e menyenyane	small (adj.)
e mepinki	pink (adj.)
e meputswa	blue (adj.)
e meputswa	grey (adj.)
e mesehla	yellow (adj.)
e mesesane	thin (adj.)
e mesesane	tight (adj.)
e mesootho	dark brown (adj.)
e mesweu	white (adj.)
e metala	green (adj.)
e metenya	thick (adj.)
e metjha	new (adj.)
e metjhitja	round
e metle	beautiful (adj.)
e metle	good (adj.)
e metle	pretty (adj.)
e metona	male (adj.)
e metonana	huge (adj.)
e metshehadi	female (adj.)
e metshehadi	feminine (adj.)
e metsho	black (adj.)
e metsho	dark (adj.)
e metsitsitse	stable (adj.)
e mobe	bad (adj.)
e mobe	ugly (adj.)
e mofubedu	red (adj.)
e moholo	big (adj.)
e mokaakang !	how big !
e mokae ?	how big ?
e mokae ?	how much ?
e mokana ka	as big as (adj.)
e mokgunong	light brown (adj.)
e mokgutshwanyane	short (adj.)
e molelele	long (adj.)
e molelele	tall (adj.)
e mong	certain (adj.)
e monyane	little (adj.)
e monyane	small (adj.)
e monyenyane	small (adj.)
e mopinki	pink (adj.)
e moputswa	blue (adj.)
e moputswa	grey (adj.)
e mosehla	yellow (adj.)
e mosesane	thin (adj.)
e mosesane	tight (adj.)
e mosootho	dark brown (adj.)
e mosweu	white (adj.)
e motala	green (adj.)
e motenya	thick (adj.)
e motjha	new (adj.)
e motjhitja	round
e motle	beautiful (adj.)
e motle	good (adj.)
e motle	pretty (adj.)
e motona	male (adj.)
e motonana	huge (adj.)
e motshehadi	female (adj.)
e motshehadi	feminine (adj.)
e motsho	black (adj.)
e motsho	dark (adj.)
e motsitsitse	stable (adj.)
e mpe	bad (adj.)
e mpe	ugly (adj.)
e ngata	many (adj.)
e nngwe	alone (adj.)
e nngwe	certain (adj.)
e ntjha	new (adj.)
e ntle	beautiful (adj.)
e ntle	good (adj.)
e ntle	pretty (adj.)
e ntsho	black (adj.)
e ntsho	dark (adj.)
e nyane	little (adj.)
e nyane	small (adj.)
e nyenyane	small (adj.)
e pinki	pink (adj.)
e putswa	blue (adj.)
e putswa	grey (adj.)
e se nang lebitso	unnamed
e sootho	dark brown (adj.)
e tala	green (adj.)
e telele	long (adj.)
e telele	tall (adj.)
e tenya	thick (adj.)
e tjhitja	round
e tona	male (adj.)
e tonana	huge (adj.)
e tshehadi	female (adj.)
e tshehadi	feminine (adj.)
e tshehla	yellow (adj.)
e tshesane	thin (adj.)
e tshesane	tight (adj.)
e tshweu	white (adj.)
e tsitsitse	stable (adj.)
ebola	peel (v.)
edimola	yawn (v.)
ee	yes
ee	demonstrative pronoun that
ee	demonstrative pronoun that
efe ?	which ?
efe ?	which ?
efela	indeed
Egepeta	Egypt
eike	oak (<Afr: eik)
Einsteiniamo	Einsteinium (Es) [Element]
eka	betray (v.)
ekeseponente, diekeseponente	exponent (<Eng)
ekesisi, diekesisi	axis (<Eng)
x-axis	x-axis
y-axis	y-axis
eketsa	add (v.)
eketsa	increase (v.)
eketsang	additional
ekhweita	equator (<Eng)
eksperimente, dieksperimente	experiment (<Eng)
ela	demonstrative pronoun those (yonder)
ela hloko	NB
ela hloko	observe
eleketeroniki	electronic
eleketerote, dieleketerote	electrode (<Eng)
eleketrolisisi	electrolysis (<Eng)
elellwa	notice (v.)
elellwa	realise (v.)
elellwa	recognise (v.)
elemente, dielemente	element
eletsa	advise (v.)
eletsang	advisory
elwa	demonstrative pronoun those (yonder)
elwa	demonstrative pronoun those (yonder)
ema	stand (v.)
ema	stop (v.)
ema	wait (v.)
ema mmoho	stand together (v.)
emaili, diemaili	e-mail
emara	conceive (v.)
emara	fall pregnant (v.)
emara	pregnant (become ...) (v.)
eme	stopped (v.)
emela	await
emela	defend (v.)
emela	represent
emela	wait for (v.)
emeng	stagnant
emeng	standing still
emeng	stationary
emere	pregnant
emere, diemere	bucket (<Afr: emmer)
emisa	park (v.)
emisa	stop (v.)
emisa	suspend (v.)
emisa	wait (cause to ...)
Ema diphosong tsa popo ya dipolelo	stop on syntax errors
emisa log	stop log
emola	conceive (v.)
empa	but
empa	however
ena	demonstrative pronoun these
ena	demonstrative pronoun this
eneji, dieneji	energy
eneji ya motjheso	heat energy
eneji ya motjhini	mechanical energy
eneji ya motsamaobobedi	kinetic energy
enema, dienema	enema
eng ?	what ?
Engelane	England
enisheale, dienisheale	initial
enjene, dienjene	engine
enjene ya ho fuputsa	search engine
enjene ya patlo	search engine
enke	ink (<Eng/Afr: ink)
eno	demonstrative pronoun that
eno	demonstrative pronoun those
eno	demonstrative pronoun that
enshora	insure (v.)
enshorense, dienshorense,; tiisetso ditiisetso	insurance
enta	inoculate (v.)
enta	vaccinate (v.)
ente	vaccine
entse	done
enwa	demonstrative pronoun this
eo	demonstrative pronoun this
eo	demonstrative pronoun there
eo	demonstrative pronoun there
eo	demonstrative pronoun there
epa	dig (v.)
epela	bury (v.)
epela	dig in (v.)
Erbiamo	Erbium (Er) [Element]
ha re	let us
ere	say 
erekisi, dierekisi	pea (<Afr: ertjies)
eriale, dieriale,; lenaka	aerial (<Eng)
Esaia	Isaiah (Biblical Name)
esele	different
esele	different
esele	strange
esele	strange
esita	even
esitana	even
esiti, diesiti	acid
eso	not yet
Estere	Esther (Biblical Name)
eta	travel (v.)
eta pele	lead
etela	visit (v.)
etella pele	precede (v.)
etsa	do (v.)
etsa	make (v.)
etsa	perform (v.)
etsa eka	feign (v.)
etsa eka	pretend (v.)
etsa hape	redo (v.)
etsa ka	simulate (v.)
etsa phoso	make a mistake (v.)
etsa qeto	decide (v.)
etsahala	happen
etsahala	occur
etsahalang	possible
etsetsa	do for (v.)
etsetsa	do on behalf of (v.)
etsisa	copy (v.)
etsisa	imitate (v.)
etsolla	undo
etswa	done (be ...)
etswa	exit (v.)
etswe	moreover
etswe	what is more
Europiamo	Europium (Eu) [Element]
evolusi	evolution (<Eng)
Ezekiele	Ezekiel (Biblical Name)
fa	give (v.)
fa	provide (v.)
fa	supply (v.)
fa tjhefo	poison (v.)
fatshe	ground
faboriki, difaboriki	factory (<Afr: fabriek)
faeba, difaeba	fibre (<Eng)
faele, difaele	file
faele e ke ke ya bulwa	file cannot be opened
faele e latelang ya Windows	Windows metafile
faele ya bitimapa (pl. difaele tsa bitimapa)	bitmap file
faele ya HTML (pl. difaele tsa HTML)	HTML file
faele ya laeborari	library file
faele ya MIDI	MIDI file
faele ya modumo	sound file
faele ya mohlodi	source file
faele ya mongolo (pl. difaele tsa mongolo)	text file
faele ya nakwana	temporary file
faele ya ponahalo	image file
faele ya selehae	local file
faele ya setshwantso (pl. difaele tsa setshwantso)	image file
faele ya tse kenngwang	input file
fafatsa	rain a little (v.)
fafatsa	sprinkle (v.)
fahla	dazzle
fahla	offend (v.)
fahleha	offended (become ...) (v.)
fahola	castrate (v.)
Fahrenheit	Fahrenheit (<Eng)
falatsa	evict (v.)
falla	depart (v.)
falla	migrate (v.)
falla	move (v.)
fallela	move to (v.)
fanang	generous
fanele, difanele	funnel (<Eng)
fantisi, difantisi	auction (<Afr: vendusie)
fanya	defect
fanyeha	execute (v.)
fanyeha	hang (v.)
faola	prune (v.)
fapana	differ (v.)
fapana	quarrel (v.)
fapaneng	different
fapaneng	varied
fapanya	vary (v.)
fapoha	turn
fariki, difariki	pig (<Afr: vark)
faro, difaro	pharao (<Eng)
fasa	fasten (v.)
fasa	put on a tie (v.)
fasa	tie (v.)
fasafasana	be equal in a race (v.)
fasolla	disconnect (v.)
fatisisa	cross examine (v.)
fatuku, difatuku	dish cloth (<Afr: vadoek)
feba	flirt (v.)
feberu, difeberu	fever (<Eng)
feberu e nkang nako e telele	prolonged fever
fedile	finished (be ...) (v.)
fedisa	abolish (v.)
fedisa	end (v.)
fedisa	stamp out (v.)
feela	empty
feela	just
feela	only
feelwana	comma
fefola	blow (v.)
fehelwa	gasp
fehelwa	pant
feile ya manala, difeile tsa manala	nail file
feiye, difeiye	fig (<Afr: vye)
fekesa	fax (v.) (<Eng)
fekese, difekese	fax (n.) (<Eng)
feketare, difeketare	factor
fekisa	conquer (v.)
fekisa	vanquish (v.)
fela	end (v.)
fela	finished (become ...) (v.)
fela pelo	impatient
felehetsa	accompany
Felleng (lebitso)	Beyond the End / Exposed (female name)
felletse	complete (be ...)
felletse	prepared for (v.)
felletseng	complete
feme, difeme	firm (<Eng)
fene, difene	fan (<Eng)
fenena	investigate difficult matters (v.)
fensetere, difensetere	window (<Afr: venster)
fensetere ya moya, difensetere tsa moya	windscreen
fenya	conquer (v.)
fepa	feed (v.)
fepjwa	fed (be) (v.)
ferehla	disturb (v.)
ferekanya	confuse (v.)
ferekekere, diferekekere	binoculars (<Afr: verkyker)
fereko, difereko	fork
Fermiamo	Fermium (Fm) [Element]
ferola	nauseate (v.)
fesele, difesele	vessel (<Eng)
feshene, difeshene	fashion (<Eng)
feta	exceed (v.)
feta	pass (v.)
feta	surpass (v.)
feta hodima	strikethrough
fetang	extra
fetase, difetase	foetus (<Eng)
fetekese, difetekese	vertex (<Eng)
fetela	pass (to ...) (v.)
fetela pele	pass on
feteletsa	exaggerate (v.)
fetoha	change (v.)
fetoha	turn (v.)
fetoha-fetoha	variable
fetola	change (v.)
fetola	decode ) (v.)
fetola	edit (v.)
fetola	modify (v.)
fetola	translate (v.)
fetola faele	edit file
fetolela	translate into (v.)
fetolo e shebetswengpele	advanced edit
fetolwa	change (be ...)
Fi-o-fa-fi (maele)	One good turn deserves another (proverb)
fiela	sweep (v.)
fihla	arrive (v.)
fihlela	attain (v.)
fihlela	reach (v.)
fihlile	arrived (has ...) (v.)
Faele	file
fileme, difileme	film (<Eng)
Filemone	Philemon (Biblical Name)
filosofi, difilosofi	philosophy
fina	knot
finahana	shrivel (v.)
finahanya	contract (v.)
phenolphthalein	phenolphthalein (<Eng)
finyetsa	contract (v.)
fisika	physics
fisioloji	physiology
flopi	floppy disk
flopidiski	floppy disk
Flourine	Flourine (F) [Element]
fodile	recovered (v.)
fodisa	cure (v.)
fodisa	cool
fofa	fly (v.)
fofonela	sniff (v.)
fofotho	nonsense
fokola	weak (adj.)
fokola	weak (be ...) (v.)
fokola	weak (become ...) (v.)
fokolang	weak
fokotsa	reduce (v.)
fokotseha	decrease (v.)
fokotseha	diminish (v.)
fokotseha	dwindle
fola	recover (from an illness) (v.)
folaga, difolaga	flag (<Afr: vlag)
folaga ya naha	national flag
folaminko, difolaminko	flamingo (<Eng)
folaye sekwate	flying squad (<Eng)
foleite, difoleite	flute (<Afr: fluit)
folete, difolete	apartment (<Eng: flat)
folete, difolete	flat (n.) (<Eng)
folouru, difolouru	flour (<Eng)
foluru, difoluru	floor (<Eng)
sebopeho	format (v.) (<Eng)
fomula, difomula	formula (<Eng)
fonane	good evening
fono, difono	telephone (<Eng: phone)
fonto, difonto	font (<Eng)
foofo	tepid
Fora	France
forakshene, diforakshene	fraction (<Eng)
decimal fraction	decimal fraction
foranta, diforanta	verandah (<Eng)
foreime tse moleng	inline frames
foreimi, diforeimi	frame (<Eng)
Foreisetata; Freistata	Free State
Foreisetata; Freistata	Free State
bokgafetsa, dibokgafetsa	frequency (<Eng)
forikhwensi ya maqhubu	wave frequency
Forismethe	Fauresmith
sehatsetsi	refrigerator (<Eng: fridge)
	
foro, dieforo	gutter (<Afr: voor)
foromo, diforomo	form (<Eng)
fosa	make a mistake (v.)
fosahetse	improper
Fosforase	Phosphorus (P) [Element]
fositse	made a mistake (v.)
foufala	become blind (v.)
foufatsa	blind (make) (v.)
foufetse	blind
Frankiamo	Francium (Fr) [Element]
Freistata	Free State
fuba	red (become ...)
fudua	stir (v.)
fufulelwa	perspire (v.)
fufulelwa	sweat (v.)
fula	graze (v.)
fumana	find (v.)
fumana	get (v.)
fumana	obtain (v.)
fumana	receive (v.)
fumana emaili	receive email
fumana le ho nkela bohato	find and replace
fumana phaello	profit (v.)
Fumane (lebitso)	Found / Discovered (female name)
fumane	found (has ...) (v.)
fumane	received (v.)
fumaneha	available
fumaneha	poor (become ...) (v.)
fumanehisa	impoverish
fumanwa	found (be ...) (v.)
fuputsa	search
furu, difuru	fodder
furu, difuru	forage
futhumala	warm (become ...) (v.)
futhumala	warm (feel ...) (v.)
futhumatsa	heat
futhumetse	warm
futsa	take after (v.)
futsaneha	poor (become ...) (v.)
futsanehileng	poor
futswela	mix bread and milk (v.)
futswella	soak bread or porridge in milk or sauce (v.)
futuhela	attack (v.)
fuwe	given (be ...)
Gadoliniamo	Gadolinium (Gd) [Element]
gafa, digafa	duty
kgafa, dikgafa,; lekgetho	tax
	
gafa, digafa	tax (n.)
galari, digalari	gallery (<Eng)
galase, digalase	glass (<Eng)
Galliamo	Gallium (Ga) [Element]
